id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated 
pascal-coin,Pascal Coin,PASC,364,0.609186,0.00009058,58368.1,11871025.0,19486700.0,19486700.0,,2.23,0.47,-8.06,1523347747
dadi,DADI,DADI,365,0.153678,0.00002285,2014950.0,11812369.0,76864411.0,100000000.0,,0.72,-3.61,-3.97,1523347760
omni,Omni,OMNI,366,21.017,0.00312502,657152.0,11787386.0,560850.0,617166.0,,0.99,-4.23,-10.75,1523347746
encrypgen,EncrypGen,DNA,367,0.190215,0.00002828,11482.8,11781586.0,61938257.0,70978136.0,,0.26,-5.16,-10.92,1523347756
paragon,Paragon,PRG,368,0.181051,0.00002692,91185.9,11756837.0,64936601.0,164936601.0,,-1.44,-5.57,-27.38,1523347754
shield-xsh,SHIELD,XSH,369,0.024276,0.00000361,71628.0,11694491.0,481730567.0,481730567.0,660000000.0,-0.69,-5.75,-2.86,1523347756
aeron,Aeron,ARN,370,0.898602,0.00013361,661285.0,11681826.0,13000000.0,20000000.0,,0.36,-7.95,-11.64,1523347756
cappasity,Cappasity,CAPP,371,0.0291239,0.00000433,88650.9,11661548.0,400411628.0,509106066.0,,0.12,4.16,6.6,1523347757
coinmeet,CoinMeet,MEE,372,0.034273,0.00000510,2885.07,11652820.0,339999999.0,400000000.0,,3.45,-12.39,-7.67,1523347759
latoken,LATOKEN,LA,373,0.149113,0.00002217,732247.0,11606867.0,77839404.0,400000000.0,1000000000.0,-0.59,-7.18,-6.96,1523347755
swarm-fund,Swarm,SWM,374,0.226717,0.00003371,2620.62,11588267.0,51113355.0,100000000.0,,0.18,-1.13,8.6,1523347760
all-sports,All Sports,SOC,375,0.0238039,0.00000354,4463460.0,11564740.0,485833833.0,1500000000.0,,-0.1,-10.85,-13.0,1523347760
posw-coin,PoSW Coin,POSW,376,0.261623,0.00003890,2648.87,11537574.0,44100000.0,70000000.0,,0.17,-6.64,-4.76,1523347748
shipchain,ShipChain,SHIP,377,0.072125,0.00001072,86768.6,11511341.0,159602650.0,500000000.0,,-6.13,-18.41,-3.67,1523347761
bismuth,Bismuth,BIS,378,1.29803,0.000193,31539.1,11501126.0,8860447.0,9612148.0,109999978.0,0.17,-8.33,-4.88,1523347754
carvertical,carVertical,CV,379,0.00207996,0.00000031,91354.8,11493820.0,5525981077.0,9931143978.0,,-2.98,-9.67,-18.03,1523347759
bitclave,BitClave,CAT,380,0.0227013,0.00000338,892880.0,11382305.0,501394406.0,1597746125.0,,0.91,-12.14,-16.79,1523347758
bodhi,Bodhi,BOT,381,0.282433,0.00004200,4621240.0,11297320.0,40000000.0,100000000.0,100000000.0,0.84,-4.74,-6.13,1523347756
hempcoin,HempCoin,THC,382,0.0479521,0.00000713,79621.4,11051941.0,230478760.0,230478760.0,,1.7,-3.19,-0.58,1523347743
pareto-network,Pareto Network,PARETO,383,0.0496171,0.00000738,423577.0,10985620.0,221407933.0,500000000.0,,-0.04,25.09,213.88,1523347760
maecenas,Maecenas,ART,384,0.363171,0.00005400,1409.58,10949660.0,30150150.0,100000000.0,,0.21,,-14.99,1523347754
exchange-union,Exchange Union,XUC,385,5.46259,0.00081223,411475.0,10925180.0,2000000.0,3000000000.0,,0.27,0.23,-3.98,1523347755
datawallet,Datawallet,DXT,386,0.0278492,0.00000414,232130.0,10867377.0,390222225.0,1000000000.0,,0.32,-9.68,3.61,1523347760
lamden,Lamden,TAU,387,0.0763214,0.00001135,196405.0,10854103.0,142215728.0,288090567.0,,-1.29,-11.93,-5.61,1523347758
qbao,Qbao,QBT,388,0.165983,0.00002468,27801.3,10847222.0,65351403.0,100000000.0,,0.46,-16.54,-11.59,1523347757
oraclechain,OracleChain,OCT,389,0.360365,0.00005358,3045.51,10810950.0,30000000.0,30000000.0,,0.4,4.27,2.0,1523347753
expanse,Expanse,EXP,390,1.35356,0.00020126,436927.0,10701782.0,7906397.0,16906397.0,,1.43,-7.43,-2.92,1523347745
neumark,Neumark,NEU,391,0.366149,0.00005444,147935.0,10516912.0,28723038.0,53015242.0,1500000000.0,0.12,-2.7,3.38,1523347757
everus,Everus,EVR,392,0.127282,0.00001893,108992.0,10487217.0,82393558.0,1000000000.0,,0.05,-3.96,-11.93,1523347755
prochain,ProChain,PRA,393,0.211217,0.00003141,1946990.0,10468495.0,49562749.0,100000000.0,,0.02,-1.54,2.41,1523347757
bitdegree,BitDegree,BDG,394,0.0291047,0.00000433,13570.5,10319630.0,354569198.0,514800000.0,,4.0,-5.26,-13.14,1523347758
rialto,Rialto,XRL,395,0.139048,0.00002068,2987.32,10292182.0,74018912.0,100000000.0,,0.37,6.0,-9.43,1523347753
sentinel-chain,Sentinel Chain,SENC,396,0.0684142,0.00001017,368982.0,10271655.0,150139228.0,500000000.0,,-1.44,-9.53,3.87,1523347762
ixledger,iXledger,IXT,397,0.283801,0.00004220,88237.3,10154072.0,35778844.0,65778844.0,,-0.0,-5.98,-11.44,1523347755
divi,Divi,DIVX,398,1.97135,0.00029312,12062.4,10139060.0,5143207.0,6171607.0,,-0.22,-8.7,-15.19,1523347757
nolimitcoin,NoLimitCoin,NLC2,399,0.0493083,0.00000733,28895.2,10137951.0,205603330.0,205603330.0,,-0.13,-7.27,-28.55,1523347747
patientory,Patientory,PTOY,400,0.144406,0.00002147,19474500.0,10108420.0,70000000.0,100002000.0,,-0.7,15.46,29.48,1523347750
bitshares-music,MUSE,MUSE,401,0.690176,0.00010262,670.403,10064012.0,14581806.0,18081806.0,,-0.15,-15.9,-20.15,1523347744
lympo,Lympo,LYM,402,0.0183116,0.00000272,241729.0,9917253.0,541583074.0,999999999.0,,2.36,-8.08,-7.31,1523347761
restart-energy-mwat,Restart Energy MWAT,MWAT,403,0.0238373,0.00000354,151522.0,9892480.0,415000000.0,470000000.0,500000000.0,-0.52,-6.17,-9.95,1523347760
target-coin,Target Coin,TGT,404,0.0103805,0.00000154,674.408,9886698.0,952429892.0,2000100000.0,,0.25,-0.31,-19.84,1523347754
sureremit,SureRemit,RMT,405,0.0196771,0.00000293,44274.5,9838550.0,500000000.0,1000000000.0,,0.96,-5.14,-27.76,1523347760
credo,Credo,CREDO,406,0.0178223,0.00000265,934.438,9800335.0,549891703.0,1374729257.0,,0.53,-6.65,14.13,1523347753
polybius,Polybius,PLBT,407,2.46885,0.00036709,8187.15,9800261.0,3969565.0,3969565.0,,1.59,2.19,24.59,1523347751
rise,Rise,RISE,408,0.0796798,0.00001185,811.117,9799050.0,122980355.0,122980355.0,,0.19,-10.72,-9.18,1523347747
olympus-labs,Olympus Labs,MOT,409,0.24764,0.00003682,35809.1,9683358.0,39102560.0,100000000.0,,0.13,-3.28,-11.73,1523347758
bitconnect,BitConnect,BCC,410,1.03029,0.00015319,6917.61,9682970.0,9398295.0,10170873.0,28000000.0,-6.57,-14.29,37.98,1523347749
xaurum,Xaurum,XAUR,411,0.0759659,0.00001130,57059.2,9657826.0,127133700.0,127133700.0,,-3.13,-11.92,-12.1,1523347744
domraider,DomRaider,DRT,412,0.0162321,0.00000241,202921.0,9601287.0,591500000.0,1300000000.0,,-0.3,-3.42,17.65,1523347756
true-usd,True USD,TUSD,413,1.00399,0.00014928,1390080.0,9601272.0,9563115.0,9563115.0,,-0.77,-0.21,0.35,1523347760
covesting,Covesting,COV,414,0.544706,0.00008099,40050.1,9532355.0,17500000.0,20000000.0,,2.49,-0.05,-7.99,1523347758
blackmoon,Blackmoon,BMC,415,0.448735,0.00006672,735666.0,9502125.0,21175360.0,60000000.0,,-0.32,-4.87,-26.4,1523347754
clams,Clams,CLAM,416,3.18172,0.00047309,35695.9,9404453.0,2955776.0,16652653.0,,1.46,-5.0,-6.63,1523347743
bitsend,BitSend,BSD,417,0.500681,0.00007445,130582.0,9397820.0,18770075.0,18770075.0,,-0.86,-9.22,-6.99,1523347743
lomocoin,LoMoCoin,LMC,418,0.0411434,0.00000612,22453.0,9382354.0,228040319.0,313040319.0,,-2.34,-8.01,-5.66,1523347747
phore,Phore,PHR,419,1.25209,0.00018617,39089.1,9197803.0,7345960.0,12685960.0,,-0.49,-2.36,-17.05,1523347755
stox,Stox,STX,420,0.216927,0.00003225,597442.0,9152830.0,42193134.0,57674854.0,,0.26,-0.11,4.59,1523347752
linda,Linda,LINDA,421,0.00102201,0.00000015,130726.0,9121777.0,8925330845.0,8925330845.0,30000000000.0,-6.52,-13.64,-37.2,1523347752
insurepal,InsurePal,IPL,422,0.0453593,0.00000674,15545.8,9117219.0,201000000.0,300000000.0,,-0.29,-18.47,-24.71,1523347759
newyorkcoin,NewYorkCoin,NYC,423,0.0000677496,0.00000001,15187.6,9080112.0,134024588760,134024588760,,-0.02,-5.14,-7.51,1523347742
bitcoin-green,Bitcoin Green,BITG,424,3.38146,0.00050279,105027.0,9010804.0,2664767.0,2664767.0,21000000.0,-2.66,-24.01,-2.54,1523347761
karma,Karma,KRM,425,0.00894968,0.00000133,120432.0,8998134.0,1005414013.0,3000000000.0,,0.75,-8.04,-2.1,1523347758
hackspace-capital,Hackspace Capital,HAC,426,0.0275702,0.00000410,57955.0,8952283.0,324708673.0,1000000000.0,,6.05,15.29,20.01,1523347759
banca,Banca,BANCA,427,0.000762828,0.00000011,1750950.0,8906212.0,11675255732.0,20000000000.0,,-2.02,15.11,70.23,1523347761
fidentiax,FidentiaX,FDX,428,0.0845057,0.00001257,4254.77,8873099.0,105000000.0,130000000.0,,-0.08,1.56,5.56,1523347758
rubycoin,Rubycoin,RBY,429,0.346358,0.00005150,4372.91,8831753.0,25498914.0,25498914.0,,0.17,-3.75,-7.97,1523347742
leadcoin,Leadcoin,LDC,430,0.0112439,0.00000167,4812700.0,8819711.0,784399592.0,2627412706.0,,-2.39,-10.77,-7.45,1523347761
universal-currency,Universal Currency,UNIT,431,0.64606,0.00009606,37829.2,8717483.0,13493303.0,17593303.0,210000000.0,-3.02,-5.28,-14.07,1523347745
hexx,Hexx,HXX,432,5.5257,0.00082162,1200000.0,8713216.0,1576853.0,1576853.0,9999999.0,14.35,18.5,780.73,1523347744
swarm-city,Swarm City,SWT,433,1.06888,0.00015893,883394.0,8712718.0,8151259.0,8151259.0,,-0.53,-8.05,-3.69,1523347750
russian-mining-coin,Russian Miner Coin,RMC,434,5777.11,0.858999,508.385,8706105.0,1507.0,10757.0,,0.17,7.55,-7.69,1523347755
measurable-data-token,Measurable Data Token,MDT,435,0.0434223,0.00000646,324958.0,8668841.0,199640302.0,1000000000.0,,-2.47,-10.42,-19.54,1523347758
pluton,Pluton,PLU,436,10.194,0.00151575,10752.4,8664895.0,850000.0,20000000.0,20000000.0,6.53,25.91,54.92,1523347748
coinpoker,CoinPoker,CHP,437,0.0530606,0.00000789,112359.0,8650084.0,163022741.0,354786435.0,,3.01,-1.87,3.38,1523347761
debitum-network,Debitum Network,DEB,438,0.0520113,0.00000773,59602.4,8634256.0,166007313.0,400000000.0,,0.92,0.37,-5.0,1523347761
decent-bet,DecentBet,DBET,439,0.0710128,0.00001056,15792.5,8570368.0,120687644.0,177458622.0,,-5.71,-11.32,-8.72,1523347756
toacoin,ToaCoin,TOA,440,0.00353688,0.00000053,36764.7,8545051.0,2415985645.0,8960911957.0,,-3.61,1.02,-4.73,1523347751
aichain,AICHAIN,AIT,441,0.0158719,0.00000236,7141.45,8492531.0,535067071.0,2100000000.0,,-5.11,-6.76,-19.28,1523347759
snovio,Snovio,SNOV,442,0.0208848,0.00000311,50098.6,8458024.0,404984701.0,651129644.0,,-1.19,-3.32,-6.08,1523347757
okcash,OKCash,OK,443,0.114343,0.00001700,406141.0,8456007.0,73952996.0,73952996.0,105000000.0,0.71,-7.03,-3.33,1523347745
databits,Databits,DTB,444,0.371444,0.00005523,2807.6,8449537.0,22747809.0,22747809.0,,0.19,-6.49,-12.76,1523347751
zap,Zap,ZAP,445,0.0754553,0.00001122,28832.7,8426375.0,111673736.0,520000000.0,,6.98,-17.32,-51.35,1523347758
waves-community-token,Waves Community Token,WCT,446,0.843436,0.00012541,14048.5,8408717.0,9969597.0,10000000.0,,0.42,-6.05,-10.22,1523347748
mintcoin,Mintcoin,MINT,447,0.00033627,0.00000005,11504.3,8389015.0,24947260808.0,24947260808.0,,21.55,-0.21,-2.6,1523347742
myriad,Myriad,XMY,448,0.0053015,0.00000079,50256.5,8302126.0,1565995750.0,1565995750.0,,2.31,-6.85,1.92,1523347742
transfercoin,TransferCoin,TX,449,1.29229,0.00019215,8927620.0,8288363.0,6413702.0,6413702.0,,-0.43,-10.63,-7.95,1523347745
ucash,U.CASH,UCASH,450,0.00447994,0.00000067,6492.09,8264049.0,1844678441.0,21000000000.0,21000000000.0,-3.0,23.49,21.71,1523347760
oxycoin,Oxycoin,OXY,451,0.0849496,0.00001263,15796.2,8257198.0,97201136.0,107703935.0,,0.35,-3.34,18.75,1523347756
florincoin,FlorinCoin,FLO,452,0.0572298,0.00000851,32013.8,8204902.0,143367659.0,143367659.0,160000000.0,0.89,0.83,-11.85,1523347741
echolink,EchoLink,EKO,453,0.032715,0.00000486,3071620.0,8175958.0,249914650.0,500000000.0,,-0.23,-4.27,-4.17,1523347759
tokenclub,TokenClub,TCT,454,0.016878,0.00000251,88524.6,8125497.0,481425335.0,1000000000.0,,-0.01,-4.07,-1.71,1523347758
hi-mutual-society,Hi Mutual Society,HMC,455,0.0200815,0.00000299,143667.0,8114934.0,404100000.0,1000000000.0,,-0.11,-5.67,-10.91,1523347760
auroracoin,Auroracoin,AUR,456,0.93541,0.00013909,8442.78,8098910.0,8658139.0,8658139.0,,0.12,-4.66,-11.96,1523347741
boolberry,Boolberry,BBR,457,0.713632,0.00010611,1612.96,8096318.0,11345228.0,11345228.0,18450000.0,-0.09,-9.9,-14.57,1523347743
gambit,Gambit,GAM,458,6.73367,0.00100123,1972.66,8082285.0,1200279.0,1200279.0,,0.17,-3.03,-5.1,1523347744
true-chain,True Chain,TRUE,459,0.322046,0.00004788,8383850.0,8051150.0,25000000.0,100000000.0,,-4.27,-37.54,-39.32,1523347759
energycoin,Energycoin,ENRG,460,0.0657071,0.00000977,10586.8,8001832.0,121780325.0,121780325.0,,0.17,-7.02,-15.15,1523347742
earthcoin,EarthCoin,EAC,461,0.000672539,0.00000010,9959.24,7977165.0,11861267260.0,11861267260.0,,0.17,-5.71,-13.59,1523347741
canyacoin,CanYaCoin,CAN,462,0.19332,0.00002874,98963.6,7928902.0,41014393.0,95827000.0,,-3.14,-10.24,-19.79,1523347758
atbcoin,ATBCoin,ATB,463,0.191453,0.00002847,2384880.0,7908781.0,41309257.0,53286057.0,300000000.0,0.63,-4.95,-8.74,1523347753
etheroll,Etheroll,DICE,464,1.12159,0.00016677,28309.6,7852950.0,7001623.0,7001623.0,7001622.0,-2.76,3.66,35.74,1523347749
hubii-network,Hubii Network,HBT,465,0.579213,0.00008612,916.865,7828885.0,13516418.0,31801784.0,,-0.58,-5.88,9.48,1523347756
chronobank,Chronobank,TIME,466,11.0009,0.00163573,460916.0,7811880.0,710113.0,710113.0,,-0.2,-1.97,6.38,1523347750
oneroot-network,OneRoot Network,RNT,467,0.034636,0.00000515,916158.0,7760535.0,224059799.0,400000000.0,,-0.67,2.59,5.8,1523347759
neoscoin,NeosCoin,NEOS,468,2.05162,0.00030506,149955.0,7713636.0,3759778.0,3759778.0,,0.16,-6.6,-6.56,1523347744
te-food,TE-FOOD,TFD,469,0.0183316,0.00000273,45181.7,7712998.0,420748789.0,565959433.0,1000000000.0,1.14,-5.09,-16.87,1523347761
b2bx,B2BX,B2B,470,0.476678,0.00007088,641397.0,7702755.0,16159242.0,19822337.0,,-12.54,-33.78,7.21,1523347756
alqo,ALQO,ALQO,471,0.214051,0.00003183,97347.8,7615858.0,35579641.0,35679642.0,57879300.0,-0.4,-21.17,-24.09,1523347757
lockchain,LockChain,LOC,472,0.810798,0.00012056,6486.3,7534718.0,9292966.0,18585933.0,,-2.56,-10.28,0.91,1523347757
the-champcoin,The ChampCoin,TCC,473,0.0455309,0.00000677,18021.4,7509217.0,164925727.0,218000000.0,516085281.0,0.17,-5.71,-7.91,1523347752
golos,Golos,GOLOS,474,0.0599043,0.00000891,7584.6,7459217.0,124518891.0,124518891.0,,-0.83,-8.76,-2.43,1523347749
aurora-dao,Aurora DAO,AURA,475,0.0730366,0.00001086,7347.26,7442979.0,101907520.0,1000000000.0,,-0.13,-5.31,-1.23,1523347759
dimcoin,DIMCOIN,DIM,476,0.00355246,0.00000053,14593.8,7433437.0,2092475837.0,8986417068.0,9000000000.0,0.09,-0.69,-1.5,1523347757
rivetz,Rivetz,RVT,477,0.282305,0.00004198,7963.72,7408945.0,26244468.0,200000000.0,,-1.1,-6.78,-30.56,1523347753
nexium,Nexium,NXC,478,0.111024,0.00001651,14543.6,7385405.0,66520799.0,66520799.0,,0.29,-7.1,2.26,1523347748
ethereum-blue,BLUE,BLUE,479,0.201327,0.00002994,60832.9,7377684.0,36645278.0,42000000.0,42000000.0,-1.0,9.53,75.5,1523347755
remme,Remme,REM,480,0.0122321,0.00000182,242167.0,7342880.0,600295910.0,1000000000.0,,-0.97,-2.72,16.77,1523347760
hellogold,HelloGold,HGT,481,0.0277871,0.00000413,2476350.0,7308970.0,263034654.0,1000000000.0,,-0.11,-12.38,-7.87,1523347755
open-trading-network,Open Trading Network,OTN,482,2.02559,0.00030118,43106.2,7276688.0,3592379.0,82630002.0,100000000.0,0.14,-0.67,16.44,1523347754
heat-ledger,HEAT,HEAT,483,0.215232,0.00003200,2116.15,7223572.0,33561792.0,33561792.0,,0.17,-5.53,-8.73,1523347747
foldingcoin,FoldingCoin,FLDC,484,0.0121406,0.00000181,62827.2,7112941.0,585880527.0,1000000000.0,,-0.53,-9.09,2.16,1523347745
dynamic,Dynamic,DYN,485,1.45184,0.00021588,1582120.0,7062724.0,4864671.0,13952992.0,,-1.54,-17.78,-1.07,1523347749
hacken,Hacken,HKN,486,1.72825,0.00025697,66818.4,7039114.0,4072972.0,5600000.0,,-0.91,-9.23,-17.78,1523347758
luxcoin,LUXCoin,LUX,487,4.83006,0.00071818,105719.0,7029869.0,1455441.0,4455441.0,60000000.0,2.07,-8.43,-4.64,1523347755
mysterium,Mysterium,MYST,488,0.357398,0.00005314,161104.0,6943894.0,19429024.0,32433366.0,,0.11,0.99,11.3,1523347750
babb,BABB,BAX,489,0.000523888,0.00000008,260796.0,6937351.0,13242049204.0,50000000000.0,,0.72,13.75,55.15,1523347761
atn,ATN,ATN,490,0.325378,0.00004838,90913.6,6926961.0,21288966.0,210000000.0,,0.18,-6.75,-17.73,1523347759
dubaicoin-dbix,DubaiCoin,DBIX,491,3.08912,0.00045932,40140.1,6897699.0,2232901.0,2232901.0,,0.01,-4.62,-13.61,1523347749
musicoin,Musicoin,MUSIC,492,0.00974688,0.00000145,39721.5,6803769.0,698045864.0,698045864.0,,0.1,-5.58,-10.61,1523347750
investfeed,InvestFeed,IFT,493,0.0352484,0.00000524,5061.8,6745883.0,191381257.0,191381257.0,,-1.02,-3.27,-19.62,1523347752
gobyte,GoByte,GBX,494,5.58467,0.00083039,69309.0,6734068.0,1205813.0,2030800.0,31800000.0,-0.19,-7.49,-13.29,1523347757
airtoken,AirToken,AIR,495,0.00639128,0.00000095,100757.0,6710844.0,1050000000.0,1491492558.0,,-1.11,-6.55,-12.42,1523347754
solaris,Solaris,XLR,496,5.78473,0.00086013,13815.0,6704787.0,1159049.0,1308750.0,,-0.24,-6.07,-11.1,1523347749
sportyco,SportyCo,SPF,497,0.128063,0.00001904,1308020.0,6702597.0,52338275.0,70673454.0,,0.05,-5.78,-14.23,1523347757
primas,Primas,PST,498,0.130232,0.00001936,1126040.0,6667878.0,51200000.0,100000000.0,,-9.59,-11.32,-13.72,1523347753
quantum,Quantum,QAU,499,0.0882562,0.00001312,825.58,6634895.0,75177666.0,240085713.0,,-0.11,-7.38,-19.17,1523347750
polis,Polis,POLIS,500,4.02516,0.0005985,61050.3,6556587.0,1628901.0,1628901.0,25000000.0,0.31,-6.31,-15.71,1523347758
mybit-token,MyBit Token,MYB,501,2.33104,0.0003466,20951.6,6525691.0,2799476.0,2812073.0,,-1.19,-2.71,-24.3,1523347752
coinfi,CoinFi,COFI,502,0.0380273,0.00000565,36265.8,6482536.0,170470573.0,300000000.0,,0.56,-12.45,-25.46,1523347760
colossusxt,ColossusXT,COLX,503,0.000604211,0.00000009,91331.4,6480005.0,10724738924.0,10784272304.0,,3.14,-2.09,-2.04,1523347754
syndicate,Syndicate,SYNX,504,0.331538,0.00004930,3323780.0,6475484.0,19531650.0,19531650.0,,0.88,-23.22,2.67,1523347746
sequence,Sequence,SEQ,505,0.141973,0.00002111,33943.4,6464545.0,45533622.0,45533622.0,,0.08,-4.6,-2.17,1523347747
eroscoin,Eroscoin,ERO,506,0.0343881,0.00000511,103322.0,6421771.0,186744000.0,240000000.0,,0.17,-6.66,-19.41,1523347757
cvcoin,CVCoin,CVCOIN,507,0.649556,0.00009658,11249.4,6389704.0,9837033.0,15000000.0,,-1.56,-15.27,-16.19,1523347751
playkey,Playkey,PKT,508,0.467257,0.00006948,187207.0,6369420.0,13631512.0,19893268.0,,14.56,46.89,31.06,1523347757
axpire,aXpire,AXP,509,0.0239563,0.00000356,69448.1,6348420.0,265000000.0,350000000.0,,-6.1,-16.45,-23.92,1523347759
pandacoin-pnd,Pandacoin,PND,510,0.000194402,0.00000003,1987.26,6320965.0,32514916898.0,32514916898.0,,2.82,-4.02,-4.39,1523347744
eztoken,EZToken,EZT,511,0.542309,0.00008064,1733080.0,6236554.0,11500000.0,50000000.0,,-1.9,-4.91,-13.12,1523347760
block-array,Block Array,ARY,512,0.0909687,0.00001353,12781.4,6225055.0,68430738.0,88409933.0,,-0.04,-6.16,-5.21,1523347759
novacoin,Novacoin,NVC,513,3.02804,0.00045024,18129.0,6173395.0,2038743.0,2038743.0,,-0.39,-7.05,-9.56,1523347740
bounty0x,Bounty0x,BNTY,514,0.0479379,0.00000713,56011.1,6159537.0,128489922.0,500000000.0,,-1.53,-1.5,16.55,1523347758
bulwark,Bulwark,BWK,515,1.05538,0.00015692,76263.0,6137052.0,5815016.0,6134070.0,27000000.0,0.85,3.72,23.19,1523347757
clearcoin,ClearCoin,CLR,516,0.00765457,0.00000114,23231.3,6123656.0,800000000.0,1000000000.0,,-4.27,-10.12,-53.71,1523347761
sphere,Sphere,SPHR,517,1.97397,0.00029351,768817.0,6085632.0,3082940.0,3082940.0,,-0.37,-11.71,-1.91,1523347744
spectrecoin,Spectrecoin,XSPEC,518,0.287882,0.00004281,10589.3,5983703.0,20785264.0,20785264.0,,0.4,-9.66,-26.57,1523347749
cargox,CargoX,CXO,519,0.0463292,0.00000689,84553.8,5979775.0,129071409.0,215119016.0,,-1.79,-9.17,31.66,1523347760
profile-utility-token,Profile Utility Token,PUT,520,0.14834,0.00002206,1924770.0,5890484.0,39709341.0,100000000.0,,1.0,-9.76,-31.51,1523347759
pinkcoin,PinkCoin,PINK,521,0.0153012,0.00000228,14068.9,5843631.0,381906699.0,392906699.0,,0.15,-9.11,-4.39,1523347742
lala-world,LALA World,LALA,522,0.0313789,0.00000467,38763.2,5828561.0,185747792.0,250000000.0,,-1.02,-9.0,-6.72,1523347761
opus,Opus,OPT,523,0.0409962,0.00000610,8357.06,5742770.0,140080549.0,249308531.0,249308531.0,0.61,24.22,49.14,1523347753
devery,Devery,EVE,524,0.0908615,0.00001351,51615.7,5716861.0,62918410.0,100000000.0,,-0.56,-14.06,70.9,1523347759
bitdice,BitDice,CSNO,525,0.0807047,0.00001200,13843.7,5649329.0,70000000.0,100000000.0,,-2.49,-12.96,-27.57,1523347753
flixxo,Flixxo,FLIXX,526,0.0731854,0.00001088,624760.0,5647117.0,77161802.0,189151329.0,,0.07,-6.95,15.65,1523347756
curecoin,Curecoin,CURE,527,0.234842,0.00003492,31428.8,5603622.0,23861242.0,23861242.0,,-0.03,-5.33,1.19,1523347742
worldcore,Worldcore,WRC,528,0.0319854,0.00000476,107401.0,5600941.0,175109299.0,245209299.0,,1.21,-12.16,-20.67,1523347757
ethorse,Ethorse,HORSE,529,0.0555713,0.00000826,23434.6,5583560.0,100475600.0,125000000.0,,-1.23,-6.6,11.13,1523347759
hydro-protocol,Hydro Protocol,HOT,530,0.0237792,0.00000354,643136.0,5565981.0,234069301.0,1560000000.0,,-0.41,-4.89,7.35,1523347759
farad,Farad,FRD,531,0.0408865,0.00000608,62957.6,5543714.0,135587892.0,183333333.0,,7.61,53.49,56.43,1523347756
monkey-project,Monkey Project,MONK,532,5.70145,0.00084775,10700.7,5512614.0,966879.0,1316829.0,,-2.02,3.28,75.92,1523347757
change,Change,CAG,533,0.148362,0.00002206,30159.3,5505712.0,37109987.0,79184116.0,,0.29,-1.42,-2.53,1523347754
aidcoin,AidCoin,AID,534,0.156006,0.00002320,170454.0,5497478.0,35238886.0,100000000.0,,1.33,-9.78,-0.69,1523347760
bitcrystals,Bitcrystals,BCY,535,0.236746,0.00003520,10056.5,5487477.0,23178754.0,23178754.0,,-0.03,-1.63,-8.31,1523347745
internet-of-people,Internet of People,IOP,536,1.54343,0.00022949,767756.0,5441893.0,3525843.0,3931947.0,21000000.0,-0.09,-8.7,4.36,1523347748
ink-protocol,Ink Protocol,XNK,537,0.032541,0.00000484,10347.5,5393404.0,165741811.0,500000000.0,,-0.08,-2.61,-4.05,1523347761
guaranteed-ethurance-token-extra,Guaranteed Ethurance Token Extra,GETX,538,0.0178622,0.00000266,39159.3,5358660.0,300000000.0,1000000000.0,,-0.52,-15.13,-15.03,1523347761
dotcoin,Dotcoin,DOT,539,0.0182351,0.00000271,35350.9,5333881.0,292506250.0,557506250.0,890000000.0,-0.15,-1.06,-4.65,1523347744
nubits,NuBits,USNBT,540,0.525714,0.00007817,13166000.0,5247927.0,9982476.0,70361159.0,,-2.76,-22.18,48.41,1523347743
circuits-of-value,Circuits of Value,COVAL,541,0.00524581,0.00000078,25239.5,5245810.0,1000000000.0,1200000000.0,,-3.03,-6.36,-5.44,1523347745
zilla,Zilla,ZLA,542,0.135731,0.00002018,1519040.0,5221117.0,38466654.0,60000000.0,,0.31,-4.32,-1.47,1523347760
travelflex,Travelflex,TRF,543,0.0674525,0.00001003,15852.9,5195610.0,77026199.0,105446143.0,,0.06,-9.3,6.04,1523347760
tokes,Tokes,TKS,544,1.59127,0.00023661,7289.46,5192183.0,3262918.0,50000000.0,,-0.56,-7.02,0.72,1523347749
mediccoin,MedicCoin,MEDIC,545,0.0325093,0.00000483,1992.81,5189254.0,159623685.0,173238535.0,,-3.04,-3.37,18.46,1523347744
dopecoin,DopeCoin,DOPE,546,0.044001,0.00000654,17128.8,5141307.0,116845228.0,116845228.0,,0.78,-2.74,-9.16,1523347742
interplanetary-broadcast-coin,Interplanetary Broadcast Coin,IPBC,547,0.138543,0.00002060,111549.0,5129670.0,37025831.0,38805831.0,,0.0,-6.06,-8.68,1523347761
spectre-utility,Spectre.ai Utility Token,SXUT,548,0.204669,0.00003043,431967.0,5020440.0,24529558.0,42980365.0,,-0.09,-3.33,4.33,1523347759
pirl,Pirl,PIRL,549,0.414094,0.00006157,21666.5,5016871.0,12115296.0,12115296.0,,-0.96,-7.81,-24.07,1523347756
stealthcoin,Stealthcoin,XST,550,0.175771,0.00002614,4336.34,5016070.0,28537528.0,28537528.0,,1.01,-3.38,-5.24,1523347743
aventus,Aventus,AVT,551,0.821197,0.0001221,36772.3,4927182.0,6000000.0,10000000.0,,-0.24,-6.12,-15.53,1523347753
korecoin,Kore,KORE,552,2.42688,0.00036085,1574750.0,4908280.0,2022465.0,2022465.0,12000000.0,1.02,-3.71,7.38,1523347742
